address	galaxyGirl	shadowySuperCoder	shadowyCoder	cowBoyLV1	cowBoyLV2	cowBoyLV3	cowBoyLV4	cowBoyLV5	boost	total
0x252b5ff0fc7d2f649322f428ee3118615f893849	1	0	0	1	1	1	0	0	1.2	410
0x7583480701d5c8f736926e02398dad26868ac81d	1	0	0	0	0	0	0	0	1	250
0xaffe0aea4653f1d1f5cdc265ef09416fc4a69042	0	0	0	1	1	1	1	1	1.2	740
0x727b7e1a6833efb40ec24005203bcca4d2b3852d	1	0	0	0	0	0	0	0	1	250
0xe6f6df21bf6e07c350e2599a4729c72e459cb438	0	0	0	1	1	1	1	0	1	290
0x948a4dbdaccb4d10b9395b4c863d34e335e3eb21	0	0	0	0	0	0	0	1	2	450
0x11de009274f3bf831618de53e89c8a5a8306b9a6	1	0	0	0	0	0	0	0	1	250
0x7359ec88e051bc52a039838bc3df0e04e377fcdd	1	0	0	1	1	1	1	0	1	540
0x61933634a26e7d885ac4af68991065926ebb0991	0	0	0	1	0	0	0	0	1	20
0x04cd1cbe5d20c3d87dbbcb7b7163204f8360349d	0	0	0	1	0	0	0	0	1	20
0xc9d50ffc118145906489a7857d339e500498abe8	1	0	1	0	0	0	0	0	1	350
0xae11b5b700b9b9b760dd7e04b30ff038c508795c	0	0	0	1	0	0	0	0	1	20
0x44b679df5cecd2f87584db73022052f35532b622	0	0	0	1	0	0	0	0	1	20
0x9925ae439df3511bf235d7fc278d63d3600a4147	0	0	0	0	1	1	0	0	1	90
0xcb4c194e19ee2d27b60d4a8de9e7c8e8e2f1812b	0	0	0	1	0	0	0	0	1	20
0x46a5ecc3dcc3d433822b0647ceb5c76c23ae8b69	0	0	1	0	0	0	0	0	1	100
0xb0970b47a84757839b38f003ef4ac7d2e81c9dc4	1	0	0	0	0	0	0	0	1	250
0xf748beee36b2479af719a679908c777cb0b93267	1	0	0	0	0	0	0	0	1	250
0xaeabe9acab030697405e095cc61fc82cfb1d3e30	0	0	0	1	1	1	0	0	1	110
0x10583c3da99f7e980f58a778aed174ddda2a4812	0	0	0	1	1	0	0	0	1	50
0x1fda1a4dfa6bcca301bef12be9e71e3adcc8e9a1	0	0	0	1	1	1	0	0	1.2	110
0x9ed4451c311bf66b3a1ba3294b3f061a60d169a1	0	0	0	1	1	0	0	0	1	50
0xfbca2416ad1c70a2f2f8001d29c81873e960949a	1	0	0	1	1	0	0	0	1.2	350
0x91fa472fb12ef104d649facce00e3ba43de57a8d	1	0	0	1	1	0	0	0	1.2	350
0xf11390577d8d209a491cef8d37867e6d5a904522	1	0	0	1	0	0	0	0	1.2	320
0x05d658889e8f4c63685da054e845110c05f4ff7e	1	0	0	1	0	0	0	0	1	270
0xe995f33462c0fd6be5873fca66f055a5fc896ea6	1	0	0	0	0	0	0	0	1	250
0x289f102678eb107f377274e88d2aba101be78a9d	1	0	0	0	0	0	0	0	1	250
0xf228e528bdc9665d19497dd8541ecf4b20e13809	0	0	1	0	0	0	0	0	1	100
0x5f4933f63bb977b4c3c0a638990bfaaeaa768774	1	0	0	0	0	0	0	0	1	250
0xd3e9d60e4e4de615124d5239219f32946d10151d	0	0	1	0	0	0	0	0	1	100
0x372c462166e57fbf88a9a6060e92241de853d317	0	0	1	0	0	0	0	0	1	100
0x0a32bd08fbda9b33e04db28256a7dfea7fc6f106	1	0	0	1	1	1	1	1	2	1240
0x3769a353d66ae230a4952a9d485ba116d1cd1ebb	1	0	0	0	0	0	0	0	1	250
0x41953a807a5a1dcd1f171f443af72381fbcc89eb	1	0	0	0	0	0	0	0	1	250
0x0bda47a7ac965c5aaf8f7c6391c88ddead8d5aef	1	0	0	1	0	0	0	0	1.2	320
0x377f21a3e9365c58ee3d076e5a951d45b9441a98	0	0	0	1	1	1	0	0	1	110
0xdbacd6c357fff3e85b7dc7865c094150efcd4a2b	1	0	0	1	1	1	1	1	2	1240
0x6ed7e999c79263cbe017bd5edbe55cf50db43029	0	0	0	1	0	0	0	0	1.2	20
0x6f3a6d9867d6213056b55ce52b55514215deb343	1	0	0	0	0	0	0	0	1	250
0x171b9e9316659f48e515d61b83641abc045f1b65	0	0	0	1	0	0	0	0	1	20
0x9a246b0527b517fe51aabaa8d114737f97e02ef4	0	0	0	1	0	0	0	0	1	20
0xa17fb09ffa2fb5fa13b89ce840e53b53c5c51817	1	0	0	1	1	1	1	0	1.2	590
0xc142ed03f073adb31966d4badb7e639177659537	1	0	0	0	0	0	0	0	1	250
0x2c8f06c21e3dfcb6bfe98b9610d2bb0b61a3c685	1	0	0	0	0	0	0	0	1	250
0xefae20086bd3a324628958809924e1c0e15ac3f1	0	0	0	1	1	1	1	0	1	290
0x23da7bb497f78c65eafae5ec0dc7dc5cdd7c0df4	1	0	0	1	0	0	0	0	1.2	320
0xfe3e6ab5d787f4099478bbe811a740d903e219fb	0	0	0	1	1	1	0	0	1.2	110
0xda3605d79bc9e6ddef9bc8166c922cf7fd7c01a0	1	0	0	1	1	1	1	0	1.3	615
0xd2ea42a69287a0a1bacd9259fbbd61a5db977248	1	0	0	1	1	1	0	0	1	360
0x631c5e7feb04384b7d2510d13b809afbe481dcd3	1	0	0	1	1	0	1	1	5	1930
0x6163d3ec557e0d884bcca5846f5ea6a88a8b4ca0	1	0	0	0	0	0	0	0	1	250
0xb5c1213ee9ddf312c98f6e94caf5c421c86abff3	1	0	0	1	1	0	0	0	1.3	375
0x662546dcc9f158a9abb4d1c3b369b07bc67969d6	1	0	0	1	0	0	0	0	1.2	320
0xa6e96dbb6b7d2c12062e70d3dec87c4fe23f961f	0	0	0	1	0	0	0	0	1	20
0x6bae3db8ce77b9ac05c47d8923d49d30e8d04752	0	0	0	1	0	0	0	0	1	20
0xa9a7648c5cb119811f556797b51e3f907e929f78	1	0	0	1	1	1	0	0	2	610
0xd9ca645517c28cbddecc2ee4ba57a9aec259afbc	0	0	0	1	0	0	0	0	1	20
0x955de576c557ac11830d96b1368594d2c1a769b4	0	0	0	1	1	1	1	0	1	290
0x6945fb2ef96ca358c5900496add15c1344f95d29	1	0	0	0	0	0	0	0	1	250
0xe126b3e5d052f1f575828f61feba4f4f2603652a	0	0	1	0	0	0	0	0	1	100
0xcc898febbca747866c72a542323fe022902373f0	0	0	1	0	0	0	0	0	1	100
0xe0ecf2a7c047d72b5d66f94c02c193fd26486eda	0	0	0	1	1	1	1	1	1.2	740
0x3d8983f01b2088f05497079cd0edda9760eeadb6	1	0	0	0	0	0	0	0	1	250
0xae6a4264c6ca1a04dcb5e42f1017595d62d28b68	1	0	0	1	0	0	0	0	1	270
0x2c8d6cf16f6b9323d08c49639cecfb5c9219e9c7	0	0	0	1	1	0	0	0	1	50
0x31df6c983d5e7b6a7b5366d827f4825f05bbe7f5	1	0	0	1	1	0	0	0	1.2	350
0x0fd018eb1d39a4ed5c68a74b1f477758aad6a084	0	0	0	1	1	1	1	0	1	290
0xc73add416e2119d20ce80e0904fc1877e33ef246	0	1	0	0	0	0	0	0	1	200
0x1fa2904b534d1279de1f7204418d9d567f593f0a	1	0	0	0	0	0	0	0	1	250
0xc169a4554647ff28565e8a04de602aa965bc2c9b	0	0	0	1	0	0	0	0	1	20
0xdf8ddc7512762c8ee27de320edea3041a8beec4b	1	0	0	0	0	0	0	0	1	250
0x88127592a2a432f5f44d5826bb0e029b4ccc9122	1	0	0	0	0	0	0	0	1	250
0xa6c348e83efc20c78323622d6eadff8fcb74d34a	0	0	0	1	0	0	0	0	1	20
0xffb8c9ec9951b1d22ae0676a8965de43412ceb7d	0	0	0	0	1	0	0	0	1	30
0xf852c113883d4fe28add79242c19881b0c0cf990	0	0	0	1	1	0	0	0	1	50
0x43277bc8e6d09a2a25e3b6fd1a08b0cc0482edfb	1	0	0	0	0	0	0	0	1	250
0x2392b000ba3ee7f544c1c5cced01e29304c077d4	1	0	0	0	0	0	0	0	1	250
0xb4fb3ca5af382182db9acc8bd7cb6ef938558198	0	0	1	0	0	0	0	0	1	100
0x4bfdfd6ff0b3354261a3b2f36df67056762ca525	1	0	0	0	0	0	0	0	1	250
0x2631602d552e9159cbe00c2fed2b246264071fac	0	0	0	1	0	0	0	0	1	20
0xea741d5abf048a2dc61cf68d3eb9ddc1fe77aa41	0	0	0	1	1	1	0	0	1	110
0xec9cda50cfac87b16a777e758b24a3179c5146ed	0	0	0	1	1	0	0	0	1.3	50
0x116c2978b393453d6c2cb5f6ab282f898b8bc128	0	0	0	1	1	1	0	0	1.3	110
0xf79e3fd94c94a92175cd9987919c6de7b281a036	0	0	0	1	0	0	0	0	1.2	20
0xb6b5b2a09cbea85da3ebf7ec63664736e3aedca2	1	0	0	0	0	0	0	0	1	250
0x60a252884b38ea19b237831692f729b2acd1dacc	1	0	0	0	0	0	0	0	1	250
0x6813dadaa67c5687b33ad5be9878ca2fee6c5d84	0	0	0	1	0	0	0	0	1	20
0xbd8f602c506f718dd1522b12506f7b0b8887f69d	0	0	0	1	0	0	0	0	1	20
0x019ee51c92802065c935dcb8f793016ec31e1e55	0	0	0	1	1	1	1	1	1	740
0x674ffe523f7e72cd4a6d8b0b1a63086ac9c88da4	1	0	0	1	1	1	1	0	1.3	615
0x408996f633f5d44c8b9e6e5f80295d317b5e8507	0	0	0	1	0	0	0	0	1	20
0xf35960302a07022aba880dffaec2fdd64d5bf1c1	0	0	1	0	0	0	0	0	1	100
0x5410c5aa7da1922da133f69a0585e6ca366d3a16	0	0	0	1	0	0	0	0	1.3	20
0xe7e74f5afa548eb44412513bece3a449ea546870	0	0	0	1	1	1	0	0	1	110
0x3114097a1e9855c3da9db6fb568696792e027bcb	1	0	1	1	1	1	1	1	2	1340
0x103b73cabfbd85c5461b532267401998a27f5b3b	1	0	0	0	0	0	0	0	1	250
0x0247cbd1c72c5d5346bdfc4e59ceab3ec9d7a1b5	1	0	0	0	0	0	0	0	1	250
0x80ffcaaebf3a602a88f479b622dd5aa857844508	1	0	0	1	1	1	0	0	1	360
0x02546dfde06a0302eb929af649c0ffa929b45b99	0	0	1	0	0	0	0	0	1	100
0x8ffb931ced77e9bf2a64a12dec33a929ce165475	1	0	0	0	0	0	0	0	1	250
0x1bd199655311163a17daee631e5e2e0ce426bbee	0	0	0	1	0	0	0	0	1	20
0x33379bcaa7a60f0dbb79e8db6f546076776a8360	1	0	1	1	1	0	0	0	1.2	450
0x3311830342819a598e4f96c3464ad61eb31c3642	1	0	0	0	0	1	0	0	1.3	385
0x9654f23f4f092b1c78f11477a601819335446f48	1	0	0	0	0	0	0	0	1	250
0x9534c2be779cec4ce5aeb013330ef585644360dc	0	0	0	1	0	0	0	0	1	20
0x81b8895ce8432382c01a1a8b923e952b64c602b7	1	0	0	1	1	0	0	0	1.2	350
0x7dda15a4aab86c71d99fc8dc01af9711bc7844a8	0	0	0	1	1	1	1	0	1	290
0x94117b3b675024aae07f0ef864cbadf044ff3bfc	1	0	0	0	0	0	0	0	1	250
0x8bb394248def97dcde83d4c1d5a91c3620fe3063	1	0	0	0	0	0	0	0	1	250
0x9dda346797c5b946c2c384553373539e7d370178	0	0	0	1	1	1	1	0	1	290
0x30449c753750a3fab0d69228e4177bb646c04d1b	0	0	1	0	0	0	0	0	1	100
0x60f7afd3ec9827cfe5ed285b57d2dbf9c1163772	0	0	1	0	0	0	0	0	1	100
0x9fe26e74ed5f6cc4248e31a51577b496d7a077c9	1	0	0	1	1	1	1	0	1.3	615
0x68e858455ef7cab11152d1afabc5c106b690b014	1	0	0	1	0	0	0	0	1.2	320
0x5eb0b9840656445391bf9e9e57facb71726c9e28	1	0	0	0	0	0	0	0	1	250
0xc90f4fb05116ef4325e992c83e96266eb574edc2	1	0	0	0	0	0	0	0	1	250
0xa2dea8142aece195210b112f2301324adc8dca18	0	0	0	1	0	0	0	0	1	20
0xca40bae4a82daf278e8352469f38c103295f0984	0	0	0	1	0	0	0	0	1	20
0x042abbd48c5765cbe8f56522f2a9b91c82ffb467	1	0	0	1	1	1	0	0	1	360
0xb9b9f7d6dfff6a671f0824db440cffd5eb96d127	0	0	0	1	0	0	0	0	1	20
0x5ed1863a1ba9bcf640873eb45aa3aa0093b463e8	1	0	0	0	0	0	0	0	1	250
0x0ad2007ee557652eb190661066291ac90f791233	1	0	0	0	0	0	0	0	1	250
0x896f29343f8a721e645bfc0e65b36a3aead66084	1	0	0	0	0	0	0	0	1	250
0xf2cb23410a50cc41149ffe63f245e8c83f10a4c4	1	0	0	0	0	0	0	0	1	250
0xf7622487765a21a907ec4dabb318c92c520e1a1e	0	0	1	0	0	0	0	0	1	100
0x3027d716a2a1d7e0081586b98b8c91b90e0e67c4	1	0	0	1	0	0	0	0	1.2	320
0xd8ae36714c6fce19292350b21c17127694a7d272	1	0	0	0	0	0	0	0	1	250
0xb3dce17640b40f9e1709aabe620663a5d51ba65a	1	0	0	0	0	0	0	0	1	250
0xdff2ca667b3d54f3d03895be420e4661fa941806	1	0	0	0	0	0	0	0	1	250
0x9842621d0bcf1b05dce353ce149bdeea98bac6ee	0	0	0	0	1	0	0	0	1	30
0x58e3961f4ba195d31179c10bb2848207b86d2034	1	0	0	0	0	0	0	0	1	250
0xb9f4e6c9ded427334b0feb3701205eb32ee1a333	1	0	0	0	0	0	0	0	1	250
0x068ee6ff32cb97f2abf29fe26e8ed53955515fe9	0	0	0	1	1	0	0	0	1	50
0xe7cf8fce5e83e07e56e2ebfeb7651f459c47217b	1	0	0	1	0	0	0	0	1	270
0xad5d7ae952b066e1e257cb76369c67c2738d0432	0	0	0	0	1	0	0	0	1	30
0x21b2d49ee5e91975e8054324230bdc68eff7efb0	0	0	0	1	0	0	0	0	1	20
0xaec2e770042682bd086e27a87a1ed2d75a5c8d15	1	0	0	1	1	1	0	0	1.3	435
0xed449e8623d6644e0084b5cedb80ab712926f08c	0	0	0	1	1	0	0	0	1	50
0x3740a9cdbff84bb20fcabe347e5c7a18d99eb65a	0	0	1	0	0	0	0	0	1	100
0x93f83642009b0821cdaf2160ecff84552b078651	1	0	0	0	0	0	0	0	1	250
0xeaacdb8cb6c00817c2b2dce86514e06f8dff56b0	1	0	0	1	0	1	1	0	1	510
0x6554ebb9f23a463d9fd597bd2f8678757a704652	1	0	0	0	0	0	0	0	1	250
0x3301e968c874f5c7fc09d6bcf1055ba3eeb74749	1	0	0	1	1	0	0	0	1.3	375
0x4be552e90bdec6912676c09848f26b5f11a6519c	0	0	0	1	0	0	0	0	1	20
0x184127f1e4148f0b18b0b753b32d9a4563c81ef7	0	0	0	1	1	0	0	0	1	50
0x0e463daf569bae8b297f5c0b9765bf7a9433c6f0	0	0	0	1	0	0	0	0	1	20
0x0e386c1d4e310713758a885d8f5d7d15868c1215	0	0	0	1	1	0	0	0	1.2	50
0x5541c1a994f3da3295cb2884b776ca3cd6870a8c	1	0	0	1	0	0	0	0	1.2	320
0x70d6e8879d09112720c94172d86951ec01417b30	3	0	0	0	0	0	0	0	1	750
0xdf09a321c73f0381a4ad9d608163d08d822aa7ec	1	0	0	0	0	0	0	0	1	250
0x2c46b2d55c82eece60e68699a4188b6fedd34ea0	0	0	0	1	1	1	0	0	1	110
0x1507ccf5a8bea8bd8bb9accccb384db4d45c46a9	1	0	0	1	1	1	1	0	1.2	590
0xbc2be375235d04055d5effe66e6363a3e6d2014d	0	0	0	1	0	0	0	0	1	20
0xb48ed686918f33e4cc2e71c530ff2dfbfc7d5634	1	0	0	0	0	0	0	0	1	250
0x31af14c3a1309f61f522673f4c0ba3b31169f1b9	1	0	0	1	1	0	0	0	1	300
0xa152f9a4c660282ce88c88d2c1d41d7d167735f3	0	0	0	1	0	0	0	0	1.2	20
0x116a5ed06d4f895cc51e3d3f2e84dc0ea2855b13	1	0	0	0	0	0	0	0	1	250
0x7a4afaf02abb9d977cc88b89860d93cdb86018e1	1	0	0	1	1	0	0	0	1	300
0x7fe6248dc53a394296dc9a558f33f066c1e3193a	0	0	0	1	0	0	0	0	1	20
0xb718727e7c8a4646d41d8b0be5e8e2c028b9efaa	0	0	1	0	0	0	0	0	1	100
0xe65dca0c727d109f695634222826b6ac66f25385	1	0	0	1	1	0	0	0	1.3	375
0x7302ce39220469a3a78ae468a582b29b30b9bcd7	1	0	0	0	0	0	0	0	1	250
0x6232b719f43f3348b3fb81a8efe8f26d6348745e	1	0	0	0	0	0	0	0	1	250
0x0365e0eda268a5764614c9a0b898800e1cb3434c	1	0	0	0	0	0	0	0	1	250
0xf5082d98b061abf38d9091b684e3c6226f25e38d	0	0	0	1	1	1	0	0	1	110
0xda802ea8a422f42f3058f1be1afb12f2d4155f0a	0	0	0	1	0	0	0	0	1	20
0x33231c4171e4d6a864c05b6db61467ec2424efa5	1	0	0	0	0	1	1	0	2	740
0xecbf0af66a76e1a5ce9c2d75f86f24768aa24f25	1	0	0	0	0	0	0	0	1	250
0xbcc7e64d6b522ef804450000f5bb8d944c7ddd01	0	0	0	1	1	1	1	0	1.2	290
0xe325814cd9dd35fed9bb405bb67df87ab9a51bf9	0	0	0	1	1	0	0	0	1.2	50
0x07db8cd946179db89ff31c0b86c8a6b8ae05b78a	1	0	0	0	0	0	0	0	1	250
0xffb2b519d58009c4bcf94fb651909678876299c8	1	0	0	0	0	0	0	0	1	250
0x15c27ed229c6c345748603ea5dd53f6eb18b7eb7	0	0	0	1	1	1	0	0	1	110
0x0ede4523d0ad50ff840be95dd680704f761c1e06	0	1	1	0	0	0	0	0	1	300
0x0bf748d20cae6823e0da16a72886b2b90c408a61	1	0	0	1	0	0	0	0	1.2	320
0x7177ac2d625c50db236b4d7868570348a1da3ef6	0	0	0	1	0	1	0	0	1	80
0x58fb5dcb1c1cf02fd076251e87d6c2cb2b85fe48	1	0	0	1	1	1	1	0	2	790
0x64854777e2faace2c7774689c29dcf2a506da500	1	0	0	0	0	0	0	0	1	250
0xa22f38dced04039d62c1b4df6207a8ec34acf152	1	0	0	0	0	0	0	0	1	250
0xd758ee18cdd9c6fa76d2d7fe1cb851cba0c3017a	0	0	0	1	0	0	0	0	1	20
0x57764f39fc0e3a39ea6936facace0e92e9fa7eee	1	0	0	0	0	0	0	0	1	250
0x2917634fd7319c38d377fff1d9ccac4505921339	1	0	0	0	0	0	0	0	1	250
0x89166b044257bbbe37a67d25b2957cbd28d7c4af	0	0	0	1	0	0	0	0	1	20
0x5a05f65552a715a375522d7d59b3d936b083fe03	1	0	0	0	0	0	0	0	1	250
0xfe30aac979e4036d75e0ad2c1cc0ddea0d2bc805	1	0	0	0	0	0	0	0	1	250
0xe1d1e9801b01d6b2366da6cf95cc67a2fd6a9f04	1	0	0	0	0	0	0	0	1	250
0x9fc4a0fdd892fb400a31f8141bb3e23681bf50b8	0	0	0	1	0	0	0	0	1	20
0xe31861b4c27fbcc744ddbd5b3765dffbf9915977	0	0	0	1	1	0	0	0	1	50
0xa8bd40066178719f2d631af965a4b119ff49af5e	0	0	1	0	0	0	0	0	1	100
0x7b62d6585f0666f5cfcbea5e09baa99133478a96	0	0	0	1	1	0	0	0	1.2	50
0x2605695be02ccc0bc03711e9a8cccc6b4b7d49dd	1	0	0	0	0	1	0	0	1	310
0x4b25cb0246f15902d031aafcf80019df46a2859e	1	0	0	0	0	0	0	0	1	250
0xcc118264e9182f49e0cf0e00e1c35c273d53c88a	1	0	0	0	0	0	0	0	1	250
0x930a7cd60a633128b7c5181307781e6d033ba51a	0	1	1	0	0	0	0	0	1	300
0xcc0fac1f6299886e9406b1532bc82e63c555bf30	1	0	0	1	0	0	0	0	1.2	320
0xd89153b7d882a89d86754cb71c80abcd108437a3	0	0	0	1	0	0	0	0	1.2	20
0xd6ee6bf24cf176f1247cb871b10613ccd788fcd9	0	0	1	0	0	0	0	0	1	100
0x5bbefaccc1a8e1ecb0d470f941668562eeb46ff0	1	0	0	1	1	1	1	1	1.3	1065
0xdd88ae77bc33a9697481b4d1c3f9d0449e3e2a6e	1	0	0	0	1	0	0	0	1.2	330
0x6fc7e0f0ee490d98f062dea859f7b42b02888888	1	0	0	0	0	0	0	0	1	250
0xce968136da18ade6b83a17e2c6d5a9c2b70a6476	1	0	0	0	0	0	0	0	1	250
0x9387fdd19f66865d5265b41cf3db95db243e8888	0	0	0	1	1	0	0	0	1	50
0xe1fd946fc1270dc6cc9fef9f666596b11139704f	0	0	0	0	0	0	0	0	1.2	0
0x83c14f65d82c515bcf5348758ecbaa4e0ffbb447	0	0	0	1	0	0	0	0	1	20
0x0684f92ff4ec67e888d4cdac557bac63968b3ac7	0	0	0	1	1	1	0	0	1	110
0x3090a8da23358422a98a0cc2ddeda51ebdeb27d0	0	0	0	1	0	0	0	0	1.2	20
0x676e9c5c684c4231571af6bc4ebc395069540b63	1	0	0	0	0	0	0	0	1	250
0x6119e0c25e3293b4b0b9c9a8cb18bc213aef4f3a	1	0	0	0	0	0	0	0	1	250
0xf5c28f689283213533d11c34ae77c6855c160c31	0	1	1	0	0	0	0	0	1	300
0xedb997d696891c004922886f89890dcd168b0e29	0	1	1	0	0	0	0	0	1	300
0x123bcdffc5cc7fdd30a9a2fcd99d4897a6bf41ae	1	0	1	1	1	1	1	0	1.2	690
0x194d94709e6bca2dd3c14b0dc1ebfb7ee8e57771	1	0	0	0	0	0	0	0	1	250
0x2ede0ccebfb3bf307dafc57ff700183391620a69	1	0	0	0	0	0	0	0	1	250
0xbdd92d4691e7c7ca32bdd72c86a071d7e5f8bce6	0	0	0	1	0	0	0	0	1	20
0x2f19883a1f8212e8f3b7f72f2b37f8440df55d23	0	0	1	0	0	0	0	0	1	100
0x144e16c0414ed5cd35fb984a20f51015c82ec35c	0	0	0	1	0	0	0	0	1	20
0x10865b0acb89cce3850d217f22cd98946cf3605c	0	0	0	1	1	1	0	0	1	110
0x265b435ff541543eec2a6111ab56c693478d0fe5	0	0	0	1	0	0	0	0	1.2	20
0x5581156871efe6480c3d1ca9c8c94dd8a67cca04	1	0	0	1	1	1	0	0	1	360
0x1395927e37713c8e4a5bd5deb384725ec0f7c730	1	0	0	0	0	0	0	0	1	250
0x5505ceca4c84a2651c35e6408985a56f8ddbf88f	0	0	0	1	1	0	0	0	1	50
0x1057bea69c9add11c6e3de296866aff98366cfe3	0	0	1	0	0	0	0	0	1	100
0xa8b4baa614e4af59e78afd60accd14edc459c646	1	0	0	1	1	0	0	0	1	300
0x07d6ade7f61cac864109f59817f3642779fe44b0	1	0	0	1	1	1	1	0	1	540
0x3dbadc86d19416ec16d81aa07ff2609e6241e7e9	0	0	0	0	0	0	0	0	1.3	0
0xb1a513f006ea12b02fb59ea4873c2988e2206a87	1	0	0	0	0	0	0	0	1	250
0xe635f8a0b167c6d9cb2ef057fa7b42c63de5fa1c	1	0	0	0	0	0	0	0	1	250
0x79853f6ef751667f42fb8fc83363ea666b4a7224	0	0	0	1	1	0	0	0	1	50
0x40f223af3ca00ae29496c295d22c48114eb8df26	0	0	0	1	1	1	1	0	1	290
0xfcba0693fc16dcb2a4e8fa7ed3da31f5296993e4	1	0	0	1	1	1	1	0	1.2	590
0x1bea08c37b571a079a316d61adc8656a4ed56b13	1	0	0	1	1	1	1	0	1.3	615
0x9acb8310bed6012005c4bf7950335881582551ef	0	0	1	0	0	0	0	0	1	100
0xcbff8a998243e09574d61df60181127fe92e25b3	0	0	0	1	0	0	0	0	1	20
0xf5b0a0a1973b23f6b72a0f87eb9c9db7cba4e0c3	0	0	0	1	0	0	0	0	1	20
0x7e11ca7108475381a43a933d1281595a19e8b624	0	0	0	1	1	1	1	0	1.2	290
0x3f1ba6b7a52dff237c35946adc8900451e8772ff	0	0	0	0	0	1	1	0	1	240
0xd7787a8c2e525a716bcc655a44f37d56c126b663	0	0	0	1	0	0	0	0	1	20
0x74bf9ba8f4b692bb0d3e06bf19b74b307331eb10	1	0	0	0	0	0	0	0	1	250
0x338bc246d4236569da64c0f647e20970717b0d9e	1	0	0	0	0	0	0	0	1	250
0x0207cf9dd91dc39d7acdab93f404e93980fbe516	0	0	1	0	0	0	0	0	1	100
0x25f882cdf71629440315afe62bc0c076f9218ccf	1	0	0	1	0	0	0	0	1.2	320
0xf6f7dac633570d951673f6f9e08c6c000f7b9648	1	0	0	0	0	0	0	0	1	250
0x001fd2ab86b5cf5a3892f60048c5cc30dfab081c	1	0	0	0	0	0	0	0	1	250
0x482d8a09b8bf2078b6d0ebc2e876138c62101739	1	0	0	0	0	0	0	0	1	250
0x9646f4dc5eb19a70efc9d0665f296dad8d73fcd7	1	0	1	1	0	0	0	0	1.2	420
0x81b460bc12e18e5c82baadd38530f34a15c2eb46	0	0	0	1	0	0	0	0	1	20
0x2a94f40075b116575ede62489569870b9e817134	0	0	0	1	0	0	0	0	1	20
0xad95d259a6c946f03a1cb2f127faebe6dc6b136b	0	0	0	0	1	1	0	0	1	90
0xd157eab867147f5adf670d456d6bd47062313a9d	0	0	1	0	0	0	0	0	1	100
0xe2e8d19b1f0144c2a5768564d0fa622b3df3cd2d	0	0	0	1	1	1	1	0	1	290
0xf930b0a0500d8f53b2e7efa4f7bcb5cc0c71067e	0	0	1	0	0	0	0	0	1	100
0x1f72e2cb6705659499343df9de2ba28b6ef59839	0	0	1	0	0	0	0	0	1	100
0x471a7853ba0b93b2b4103bfba334c1d1ec9dd6b7	1	0	1	0	0	0	0	0	1	350
0x34626794bca35e9aa2bc3abfad6c3128a845906d	0	0	0	0	0	0	1	0	1	180
0xe368311b98a26fd675040a22385163e5e959b605	1	0	0	1	1	1	1	0	1.3	615
0x284c5eeba11fd1aafc011e7d78e90e7ba703d285	1	0	0	0	0	0	0	0	1	250
0xf3092224ca6604873c97d6294fb656a307c071cb	1	0	0	0	0	0	0	0	1	250
0x979d606d736d4847bbb5ba9714ac0f1543beffbe	1	0	0	1	1	1	1	1	2	1240
0x2f3409fe8bb08dc400413795926123533e1b8907	0	0	0	1	1	1	1	0	1	290
0x4a7319859f1455d7af50d398527e5be3cc99ca29	0	0	1	0	0	0	0	0	1	100
0x6e7f97ab51b95d63d5737f5b4049cd07373c6482	1	0	0	1	1	1	1	0	2	790
0x1ac6c963795276a20f03deb2a6098422a473e6df	1	0	0	1	1	0	1	1	1.2	980
0xb018af5ad54a31e4b5d0c29e1d467ea70a867531	0	0	0	1	1	1	0	0	1	110
0xea017ecf13732146237e3ddf5d234e4c178179df	1	0	0	1	1	1	0	0	1.2	410
0x1b69525716f8d42dd320c9db69a5f35c46a8769b	1	0	0	0	0	0	0	0	1	250
0x9947d669fba03257a3886428b540e5dd234cc2e8	1	0	0	0	1	0	0	0	1	280
0xbdd4a5e75b444c6cbf07e884d72eb552592b07ea	0	0	0	1	0	0	0	0	1	20
0x5cf99c5f87dc04b0e42b5c5f1c74f14f95e35e16	1	0	0	1	1	1	0	0	1.2	410
0x00d7e1928171c4d5d19a668f92e9f7d1ce0a4b8d	1	0	0	0	0	0	0	0	1	250
0x5725dc8490653120464883f06fd966b0fbc15872	0	0	0	1	0	0	0	0	1	20
0x8373608f46e03c35f73b90397ed011483a3bce6f	0	0	0	1	0	0	0	0	1	20
0x6f25865e0cd6aa0eaed6d7117b8bc6c848deed77	0	0	1	0	0	0	0	0	1	100
0x38de071c6ef1be5948a89754f4da1efdb19e6c27	0	0	0	1	1	0	0	0	1	50
0x46960c06a8aab297d9c41dd8392798c60309371c	0	0	0	1	0	0	0	0	1.2	20
0xc7d7afc62e707d99017ae59ab6a6f43c81b52a25	1	0	0	1	1	0	0	0	1.3	375
0xc9f427bada550d8b2b3f8070d927d1aa90caebf0	1	0	0	0	0	0	0	0	1	250
0xfd5b5d9c7cdaa3df39155865f54adca91aa18e52	0	0	0	1	1	0	0	0	1	50
0x95c20ca9fd3c8d3f4682c5b4e2dacf6a06f0e077	0	0	0	1	0	0	0	0	1	20
0xb30a2fc1bfd4406ddc3291e84c24055143d2d77e	0	1	1	0	0	0	0	0	1	300
