address	galaxyGirl	shadowySuperCoder	shadowyCoder	cowBoyLV1	cowBoyLV2	cowBoyLV3	cowBoyLV4	cowBoyLV5	boost	total
0xc83a4cac7477b6907c5fac9c9af6223fc69e47f1	1	0	0	0	0	0	0	0	1	250
0x0650bab1e16f0de577e9f0d28c5a5ffe8c5c878a	0	0	1	0	0	0	0	0	1	100
0xf3c52fe0fd362af39d59a4e1d3c968834f60a099	1	0	0	1	1	1	0	0	1	360
0x7539c1cccad9704c6810d80c59ce7fffc94cde47	0	0	0	1	1	1	0	0	1	110
0xe93e76578f1ee7cc998368c50875fa00c775faa9	0	0	0	1	0	0	0	0	1	20
0xc8ed23303717cacbf6abb405470b01dff9f3466b	0	0	0	1	1	1	0	0	1.2	110
0x1220d8c528afa28165a1f065b3749e717db98a2e	1	0	1	1	0	0	0	0	1.2	420
0x71fa82a26b40e78c71281d56e97d0cfb9a760ed9	1	0	0	0	0	0	0	0	1	250
0x443b410fc3bad3e4835412948f2abc0b32f2e4ee	1	0	0	0	0	0	0	0	1	250
0x3c21b5c1016856604c0efe0b247c81147adc57cb	1	1	1	0	0	0	0	0	1	550
0xd6f84d85eff6c033ab895aaf775613c4b15eddbc	0	0	0	1	1	0	0	0	1	50
0xb86a608ced10f00c0f06948f14836c8936a56901	1	0	0	0	0	0	0	0	1	250
0xdb1f7bbd4f81dabdf80a85d73ac721d62309b510	0	0	0	1	1	1	0	0	1	110
0x66ca64396ebb36e12babcc752c44d410301e067e	1	0	0	1	1	1	1	1	1.3	1065
0x043145a2bf34706451d7653684e9cb2c5ffe7aaf	0	0	0	1	0	0	0	0	1.2	20
0x304b0ac0ad870f11078c6fc60d00a01eb4157d9e	0	0	0	1	1	0	0	0	1	50
0xa1a6e1c9a696518e9eb3ab1cc0ac998d5ad88246	0	0	1	0	0	0	0	0	1	100
0x2f30207ff10959c2a0c112b2eb1205b7cef976bb	0	0	0	1	0	0	0	0	1	20
0x525f36901488f3652adfe00b9bd284067e3a45f7	1	0	0	1	0	0	0	0	1	270
0xd066c0acf5158056d6eb0fe43ef52857270dca56	2	0	0	0	0	0	0	0	1	500
0xb1a9370815c0bd55ade6b8ae4c25542e59fbbb20	0	0	0	1	0	0	0	0	1	20
0xb9be40bdec31ec3935830acc8bcaad1a431f8bb0	1	0	0	1	1	1	1	1	2	1240
0x97bf6aff536348ce4e98de8433e3b80a91ea29f4	1	0	0	1	0	0	0	0	1.2	320
0xc98b1c64b32f1c6c795fac68418b7d2003bc083a	1	0	0	1	1	1	0	0	1	360
0x44fc7c5dbcf1c40b4546571453157fd52bf08195	1	0	0	0	0	0	0	0	1	250
0xdf6c3be74d25d63054ddc39e502b23e2cf92ba99	0	0	0	1	0	0	0	0	1	20
0x7a33b9baaea243e15e996c4d1b576dece808870a	1	0	0	1	0	0	0	0	1.2	320
0x7cb38495e166d04d9b02e83de75bde9515839500	1	0	0	0	0	0	0	0	1	250
0x57a2995b9edadce5c1282702b238e1616745a5e3	0	1	1	0	0	0	0	0	1	300
0x4abe1589625ca47b2e871f426105a5b593dad054	1	0	0	1	0	0	1	0	1	450
0xd04aabfab4cadc259e3043f7bbfd3a29f309694e	0	0	0	1	1	1	1	0	1.2	290
0x4e4834a9db68d2c3c1b8f043f52cd1afd3c50df6	1	0	0	0	0	0	0	0	1	250
0xd030e6d9c9d0951d7d0e902fb0f27caa66d65286	1	0	0	1	1	0	0	0	1	300
0x2cced186c0b172443884b0dae52695e847ee010d	0	0	0	2	1	1	1	0	1	310
0x89ade1ee6c3793dc459f0474a861b79ae7c7ff7e	0	0	1	0	0	0	0	0	1	100
0xdfc0ddf4a51fcf802c78b861d77b0e5e36552ca0	0	0	0	0	1	0	0	0	1.3	30
0xde4cb684639d9126b6b7a25353cff297bd673c28	1	0	0	1	1	1	0	0	1.2	410
0x6f5b35781bd45d15f4153c8a96a2ca5172c0d2b4	0	0	0	1	1	0	0	0	1	50
0x7a550c31d95ec73c6233eb9141f50f37c1bd74c6	1	0	0	0	0	0	0	0	1	250
0xeb17dd85db5248f18ed5b8924b9b521690f03892	1	0	0	0	0	0	0	0	1	250
0x3e213489ed73e28b66a73fd164fea459eec593e0	1	0	0	0	0	0	0	0	1	250
0xb0ec4c6b3bf4563bcc07ee08bf8d15934c41a71b	0	0	0	1	0	0	0	0	1	20
0x54cf1c30105cba99668049b1f46f28852d0202b6	0	0	0	1	0	0	0	0	1	20
0x61c7f918da8a8b4e2f964305ce77856c36f244b4	0	0	1	0	0	0	0	0	1	100
0x52579eae98a3a7ad23691f408a95559b44242d01	0	0	0	1	1	1	1	1	1.3	740
0x4cd9c5e0123111965f68d3fc60cab4ee6847dec1	0	0	0	1	1	1	0	0	1	110
0x2424174c484e53344d52e5b05aa5100d1c0af897	1	0	0	1	1	1	0	0	2	610
0xcb630c28658d8b4f0509d628d8d947e6f95ea20a	1	0	0	1	1	0	0	0	1	300
0xebdfc4bb8e1fe0b68dae671b260cf38196c2b716	1	0	0	1	0	0	0	0	1	270
0xef686db7060492550c2644263937b9368d6ff717	0	0	0	1	1	0	0	0	1	50
0xfddc6dab64f5f9c0ed326c073be8767ba86b26a8	0	0	0	1	0	0	0	0	1	20
0xead7ebbfc8c8a59574a03687e993c3a7441acc35	1	0	0	1	1	1	1	0	1.3	615
0xa596ba2fb2ef70e42388de9a231e72028addabef	0	0	0	0	0	0	0	0	1.2	0
0x5cecdf7e20af5775c6643617c1d55ec39038f572	1	0	0	0	0	0	0	0	1	250
0xdd03bca62ae659b0fb5244a6776fb904bb6fb2fb	0	0	0	1	0	0	0	0	1	20
0x93e5204e7033483985bcc94e48283f3359b2be69	1	0	0	0	0	0	0	0	1	250
0xf9fe8238bfb2601b46a52fbd34d55e958de1e2e4	1	0	0	1	1	1	0	0	1.2	410
0x93fa35ed870ccb917cddf3cba5cb809c81b384ee	1	0	0	0	0	0	0	0	1	250
0x7f7a2d5a5b539dacf3481dc4e885a59170605cc7	1	0	0	1	0	0	0	0	1	270
0x0d2a01ca1521bfdb092225bc2c11617faf67b5a0	1	0	0	0	0	0	0	0	1	250
0x9a1d18eabfa743f202fc39e53dc0dcf802ff67e2	0	0	0	1	1	1	0	0	1	110
0x2f595c056e785e13579128df27cad2968d034ba4	0	0	0	1	1	1	1	0	1	290
0x5defe4f60965528030ee48bba305ed017ab84998	1	0	0	1	1	1	1	1	2	1240
0x8b24572eeb376e4b863cd11a311fd2a46adaba07	1	0	0	1	0	0	0	0	1.2	320
0x7467be2dc905d2aefe2068f3bc249f388c2b3456	0	0	0	1	1	0	0	0	1	50
0xe9d188c5b2d5bbca125d7407478c6728d827a55b	0	0	0	1	1	0	0	0	1	50
0x21fe4d8951b68f08d1c475b809dc05c1b9a23784	0	0	0	1	0	0	0	0	1	20
0xe488c7e2df5a1cc07d14c1fdc4d71b3ef89da5db	1	0	0	1	1	1	0	0	1	360
0x2192d301edf4914085b3994212a1ea62c91182c1	1	0	0	0	0	0	0	0	1	250
0xcda2aaaf034bc06efa3c7f0af5ae2a05e4d5cd82	1	0	0	1	1	1	0	0	1.3	435
0x3c496d97c4d59eedcec93f44eacd104619159a67	0	0	0	1	1	1	1	1	1.3	740
0x0f40319f709a0b4668a2523128806571ad458c22	1	0	0	1	1	0	0	0	1.3	375
0x23ffe77c28e2a3300d90568ff46a9863e33bc2bc	1	0	0	0	0	0	0	0	1	250
0xc4fb7fbe4a784247c0d454a13f172e932c4f8fa6	1	0	0	0	0	0	0	0	1	250
0xe6f1f958d56689cf589c91cd10f047b1cc21e68a	0	0	0	1	1	1	0	0	1	110
0xc5a4cc6498b7c9e5eaa89dd07e61dafd8bfbc7e1	0	0	0	1	0	0	0	0	1	20
0x02c28fc947eba0df77ee41f7e2a38e25a1cda62f	1	0	0	1	0	0	0	0	1	270
0x018419b6f88561ef5f31cd36a437d390d310ce77	0	0	0	1	0	0	0	0	1	20
0x844f5d30787f213b81ce38a2975b2dac98c0617d	0	0	0	1	1	0	0	0	1	50
0x08af38938201eb391d7090d22d2cc40cc352a812	0	0	1	0	0	0	0	0	1	100
0xf666cf3c17191c06beab9f106972f25dba0f9e1a	1	0	0	0	0	0	1	0	1	430
0x09230c437666275687669d30dfc43ba21a70effd	1	0	0	1	1	1	1	1	1.3	1065
0x86168fcd702539ba0006ec18a4a0014961428ef7	1	0	0	1	0	0	0	0	1	270
0x312f1f29870185a81b3b9d127537475f49a273c6	0	0	0	0	1	0	0	0	1.3	30
0x0b8e5ae378bcb44018a2659d81cbba65622beb3a	1	0	0	1	1	0	0	0	1.2	350
0x8fc642d66492c830da43d95da7fe3f027f4f3246	1	0	0	1	1	1	1	1	1.3	1065
0xb54ceccbab7ebb047b73341d1a113bde3eaef1fb	0	0	0	1	1	1	1	1	1.2	740
0x947a48d3f50f2ca7b91c5b82b6a344288caee176	0	0	1	0	0	0	0	0	1	100
0x56c1c1753ed020b46ec5913a7f4811bced8e3156	0	0	0	1	1	0	0	0	1	50
0x6b6608c001fe77b5bb13e57bc64356dc95385a52	1	0	0	0	0	0	0	0	1	250
0x8f3d7c5cf34d33df17627091ca16f129e91395f5	1	0	0	0	0	0	0	0	1	250
0xa455656ca265aa17a15238692ae00fad0de5be74	0	0	0	0	0	0	0	0	1.3	0
0xef5c319151e83c3c53519aa5d75b43f826a3f66b	1	0	0	1	1	1	1	0	1.3	615
0xa463e12a15e3aad701a48c2a2701dfade0bd030f	1	0	0	0	0	0	0	0	1	250
0xe8c7881faa68bcc9dad7681d8e9b182453c4d6ee	1	0	0	0	0	0	0	0	1	250
0x5a10850aa20b95cfd4f46759946a3a1614797ddc	1	0	0	1	0	0	0	0	1.2	320
0x9552153ced787d924724932a81aaffd8adf94897	0	0	1	0	0	0	0	0	1	100
0xc4f91cdd498a30f8ed1dea3883cba314a7a2a022	1	0	1	1	1	1	1	1	1.3	1165
0x33016d00ccee33f9f095b43f66df3ab628358e89	0	0	0	1	1	0	0	0	1	50
0x3b55eba6479483ce906e736e1bd767aa4bd0455c	0	0	0	1	0	0	0	0	1.2	20
0x30bf74d10b21fa9e0908257ea532e71587dfb933	0	0	0	1	1	1	0	0	1	110
0xa029dcefc4b662aa2556a7a6cf05a61e14e24e7b	0	0	0	1	1	1	1	1	1.3	740
0x154a309479e3cc5b40a363a419262601b9502b40	1	0	0	1	0	0	0	0	1.2	320
0xc10a9a29acd16bfafbf216bcf21896a5c2f98182	1	0	0	1	0	0	0	0	1	270
0x91f6b278c220de5e6b36012116e2fbecd30bb618	1	0	0	1	1	1	0	0	1.2	410
0xd8742073f4f44d0046916a9b62a955a36e0c0e5f	1	0	0	1	1	0	0	0	1.2	350
0x246992b9f5dce6a69630c652e66d0823babd9be8	1	0	0	1	1	1	1	1	1	990
0xe7db9289940f8a3f9958ac52adefa793282307b3	1	0	0	0	0	0	0	0	1	250
0x6b726e67234a6217f19822abd44c00d81f774350	0	0	0	1	0	0	0	0	1	20
0xc47ab25d9ac126c2539fb1a1066d4f6aa8ad1c1f	1	0	0	1	1	1	0	0	1.3	435
0x604ed4b9978fcaee54f479c073cafb8c76ba35bc	0	0	0	1	1	1	1	1	1.3	740
0xb32ff6a3c63d1d19eb143ef26ad21cdf2413eeae	0	0	0	1	1	0	0	0	1	50
0x95fa181dd22bf46a7afeec4f7ace470683829de5	0	0	0	1	0	0	0	0	1	20
0x6456e023d9a8ca82046db71c13b61e22bb1de999	0	0	0	1	0	0	0	0	1	20
0xec433f0d6c7aec0894d9a36683a6b23506feebe3	0	0	0	1	1	1	0	0	1.2	110
0x23a018f8ffbb9538d3d269a76e210023e7b69aee	1	0	0	1	1	1	1	0	2	790
0x3cd57e435a32df158e2077c340cc58dea738fc76	1	0	0	0	0	0	0	0	1	250
0x180f173b5590b2b6cf2617a58261dccabc3a44f9	1	0	0	0	0	0	0	0	1	250
0x4db9af33fd68823d942695a0de8b6637e02c87cc	0	0	0	1	1	0	0	0	1	50
0xb7a8969219f2f8108fb8dac4b30cc944c1cd833b	0	0	0	1	0	0	0	0	1	20
0xa9634abf1b9c1cfd27049fba67249483ddee0af7	1	0	0	0	0	0	0	0	1	250
0x506ac1d1bd4e32f4ed85d1df33d267e06533dc67	0	0	0	1	0	0	0	0	1	20
0x13f8dae8767f6ef6eef86b7ce397022e5dad54e4	0	0	0	1	0	1	0	0	1	80
0xfbeb914c3c9b7a193c92de130a18716097478332	0	0	1	0	0	0	0	0	1	100
0xe7c0f86abd75a4a274419db0956a2e02d30dd18d	0	0	1	0	0	0	0	0	1	100
0x7101c149ad771b1be6869b3ae79a336f9a7d0825	0	0	1	0	0	0	0	0	1	100
0x5838823c992ce7cb392b454cea22c33992ea3910	1	0	0	0	0	0	0	0	1	250
0xd103ce3f955ae3f049d49bb067d8f69cf9c00d40	1	0	0	0	0	0	0	0	1	250
0x913e9363567f04a318324c02bb910bcabeab01ec	0	0	0	1	0	0	0	0	1	20
0xa52c0349f8582d4723865a6d404e2108eb173afe	0	0	0	1	0	0	0	0	1	20
0x1f867efa1d80a189d0a743a0ad268318727c05d8	1	0	0	0	0	0	0	0	1	250
0x48ffccd211bf8b466be1302e0a6c0da2d068b44f	0	0	0	1	0	0	0	0	1	20
0x44d6c9d5bce0831ec038d874dfb62464f40861b0	0	0	1	0	0	0	0	0	1	100
0xb8372df9d06345eb96e27d0ec87341b10f23a6c7	1	0	0	1	1	1	1	1	2	1240
0xacc4a4f85022771376f6bf696de480dacd6335f2	0	0	0	0	0	0	0	0	1.3	0
0x510c824ebacfc35a67d8d0d94a8399f5fe4c558e	1	0	0	0	0	0	0	0	1	250
0xfd6d8a2057fdeb237dcc1b032ee930e43f93a5c3	1	0	0	1	1	1	0	0	1	360
0x3660dd61527924fd3ba6f6df45a1e78f1497fce0	0	0	0	1	1	0	0	0	1	50
0x3db83e88f895e24c5e21cc06c999bb343e6cd7c2	0	0	0	1	0	0	0	0	1	20
0xd83d994b102a5e6b452469d26fe5acd1608954f9	1	0	0	1	1	1	1	1	1	990
0x5a8f3a8dc98cd513ecadf2482ca8131e5da38677	1	0	0	0	0	0	0	0	1	250
0x9b62a7ed23e6e2822ee8045694ef0db9eb099cc7	0	0	0	1	1	0	0	0	1	50
0xe182e66eb47bf155fc384473697b948973f72256	0	0	0	1	0	0	0	0	1	20
0x85854a6d5d6f564d8cb8432a4d2ddfad7f43f2cf	1	0	0	1	1	0	0	0	1.2	350
0x3e3e7159540cf9c48ff6ff77d3add6552ef54a18	1	0	0	1	0	0	0	0	1.2	320
0x9f2d2a666bc841be472c1d9a54c7d84c6c95e73a	1	0	0	1	0	0	0	0	1	270
0x87738beb1b2f4518fa7c9d12712ca74061ee9b7f	1	0	0	0	0	0	0	0	1	250
0xf9bd5416055697b13ff14a6003be5799cf03ff53	0	0	0	1	1	1	0	0	1	110
0xd2bfdadd2b4ef509248418d6ece1681acfa53984	0	0	1	0	0	0	0	0	1	100
0x2acdb7bcf3cd16d86d36c294d518a47189ad858f	1	0	0	0	0	0	0	0	1	250
0x53a45ea75bc306d02e9cfa9a1b12abad0980beec	0	0	0	1	1	0	0	0	1	50
0x69c4f217cae18f6010f138cbcf9c43cbe774d073	0	0	0	1	1	1	1	0	1.2	290
0x652bdc496aa7b35c7cc3e5ea1b236999890e0840	0	1	2	0	0	0	0	0	1	400
0xe491b1f14ddbccde1881c7fd492cd06943bb8732	1	0	0	1	0	0	0	0	1.2	320
0xad0a4bd9ab3ea70aab717d358933524f42a7f776	1	0	0	0	0	0	0	0	1	250
0x4d39fb03799143104e20ae0fdd6c33fa3cbb2c7b	1	0	0	0	0	0	0	0	1	250
0xbb33024c223d8f773593b40c8db087e8f30d6b03	1	0	0	1	1	1	0	0	1	360
0xf2398a92af4619843a08e3c34e5a23918eb4cd5a	1	0	0	0	0	0	0	0	1	250
0xdcb1c2df6e4bb8246518cd2184ef972d93851926	0	0	0	1	0	0	0	0	1	20
0x8a9a0fb19da4c0836c71ecf458cc49cdd8950a46	0	0	1	0	0	0	0	0	1	100
0x48c0395e398fe1d38507380a09bc2bdf1ad5d5af	0	0	1	0	0	0	0	0	1	100
0xdb9c214bf868c8fcd711046d76b715a2d9528947	1	0	0	1	1	1	0	0	1.3	435
0x97a6b2f935b8f0bd61675a0d1e90afd39651c205	0	0	0	1	1	0	0	0	1.2	50
0x00b0bd86623f9e45c1296e6d8c796e3bcb1f99cf	0	0	0	1	1	0	0	0	1	50
0x191ac84067db87283a1864e1c606e9d51c32f511	1	0	0	1	1	1	1	0	1.3	615
0x762a91ab7615e306547e2dd1385693dacb0809f5	1	0	0	1	1	1	1	0	1	540
0xe53ee538b6ad601fa384c00deac8d07fa6eef3ce	1	0	0	1	0	7	0	0	2	940
0xcdac6718115480f000c4a2b82b295e04aab778c3	1	0	0	0	0	0	0	0	1	250
0xf13f4dd3327829e2b6fb4ac871547ea1f3267ab3	1	0	0	1	1	0	0	0	1.2	350
0x2710ca31a8b1cdf625ee15d0c75697f515421d89	0	0	1	0	0	0	0	0	1	100
0xf0d63fc421a5678067a025f62b83b86b741ae107	1	0	0	1	1	1	0	0	1.2	410
0xfd715216f15311a92b3448aa9f6c618185fa0382	1	0	0	0	0	0	0	0	1	250
0xf73bcea94c680cba1846f159890714a196d74065	0	0	0	1	0	0	0	0	1	20
0x6663d8b52d878cdc92e8c63e61f4d8c6d13314d7	1	0	0	1	1	1	1	1	2	1240
0x05cca4fdc531aeb558474ef5a3bed5b20ad1a3af	0	0	0	1	0	0	0	0	1	20
0xc2671af1e68642698a1e673c962b00ee61c2ba11	0	0	0	1	1	1	1	0	1	290
0x5616b529216f4ce4d4f620c3e820c873b14a4bdc	1	0	0	0	0	0	0	0	1	250
0x05daaaf88769ecabc10d83babef6dc2f1bd3a552	1	0	0	0	0	0	0	0	1	250
0xcd34e5cc0404b9fa69a8b72c4f14ffdc3872f51d	1	0	0	0	0	0	0	0	1	250
0x13f36422e389480c8e2c68fbbbf340ddeaa35d12	0	0	0	1	0	0	0	0	1	20
0xb9df1ac065aba19fb4a23328784665b9b19dee31	1	0	0	1	0	0	0	0	1	270
0x707d47aeb7625b2950138dbf9ad4a870fa2f8a38	0	0	0	1	1	0	0	0	1	50
0x87923d2e614afd62aa95900d5c2816c09789b790	0	0	0	1	0	0	0	0	1	20
0xe353cf87f9b85721c4e9c7d9087415aabbfa0c61	1	0	0	0	0	0	0	0	1	250
0xe4964489bc59d1015f261ec264c555de107fcee0	1	0	0	1	0	0	0	0	1.2	320
0x44dc3f9e6d43c283c4bb8874cdf62ec30456789a	1	0	0	1	1	1	0	0	1.2	410
0xd1278a73f295810d92ad3fa9d5e9bf98be1e4baf	0	0	0	1	1	1	1	0	1.3	290
0x6c739d93779c89e50908d7a7a19f943f4a0ff610	0	0	0	1	1	1	0	0	1	110
0x5d52368df5106d97b2bf9a430e2f7e04caf98426	0	0	0	1	1	1	1	0	1	290
0x7222ecae90f8a22b5a85d7229c222e9ab593dacb	0	0	0	1	1	0	0	0	1	50
0x4e11188293bcc329ec86192203e45a45a52c7806	1	0	0	1	1	0	0	0	1.3	375
0x163282f109b86167a7017a9db2c995a9240dff38	0	0	0	0	0	0	0	0	1.2	0
0xa4949f7e21ead47d704500daa8fdb36f827bfaf6	0	1	1	0	0	0	0	0	1	300
0xcfda161f6549c15d6a8562e944bb8c941508ae17	0	0	0	1	1	0	0	0	1	50
0x0724b23bf45d7cb81c128681ec17d2e98eb9b0f2	1	0	0	0	0	0	0	0	1	250
0xbb780221917128c4addab54cb56ee59d86ddabba	1	0	0	0	0	0	0	0	1	250
0x26f784684826ff38f93471bf5104fa06766fecb4	1	0	0	0	0	0	1	0	1	430
0x68c9258b87b1cd4302bd1c3d2e44c539e32d7d78	0	0	0	1	1	1	1	0	1	290
0x084da3a2bc72d2a671ac7308f1de524c5311a01d	1	0	0	0	0	0	0	0	1	250
0x5b059487d8adf08253f1972f4fa8a3927d0dc2d3	0	0	0	1	1	0	0	0	1	50
0x6f5d8ba12af7681206be37cee36d2fbd4ebff3f4	1	0	0	1	0	0	0	0	1	270
0x4e9a3f1ba4f53a3372adbf0dc093de35edfe8c7b	1	0	0	0	0	0	0	0	1	250
0x855496571608b4f9a8bf7d76b6c807042e173035	0	0	0	1	0	0	0	0	1	20
0x00204acd48e582f710652b264145102edb0166a6	0	0	0	1	1	0	0	0	1	50
0x4b85073b44ad3a9a1cb12dc82f98fea63a7f77f5	0	0	0	1	1	0	0	0	1	50
0xcf0eab18144480f1f3260897c7b7c4345cedcb89	0	0	0	0	0	1	0	0	1	60
0xd50b8b0068ad88fb6391fe0d36c1c4b90faec77d	0	0	0	1	1	0	0	0	1	50
0x75b0bffa800cb2f7a253cf3bb213f94ce37311a6	0	0	0	1	0	0	0	0	1	20
0x0f4aefec9665fafa0b4df2ffb232e6ee8a22ad96	0	0	0	0	1	0	0	0	1	30
0x5d076c3c4f7bf2db6831c90fc8f1539e07ff71d1	1	0	0	1	0	0	0	0	1.2	320
0x03c10200f91d84d6d18836ef2b763c8010ed3762	1	0	0	0	0	0	0	0	1	250
0x1c0aa8ccd568d90d61659f060d1bfb1e6f855a20	0	1	1	0	0	0	0	0	1	300
0x68ea01353ed306545f36e03dbfb0df99511441d3	1	0	0	0	0	0	0	0	1	250
0x3eb39b1404e98d170d133cb2560137ac1e017bf6	1	0	0	0	0	0	0	0	1	250
0x67bf6313d57fa43e9fe9860dae1ebd806b373811	0	0	0	1	1	1	1	0	1	290
0x79f80858bd5dd39fcb5e5cb3ff7ec40a818cafc6	0	0	0	1	0	0	0	0	1	20
0xb49c54edfe1cfe5ac83e74b179474f6224d0763f	1	0	0	1	0	0	0	0	1.2	320
0xbeb278e6af245ae81d60d819bbdada97a96e3894	1	0	0	0	0	0	0	0	1	250
0xd441808b5acd54a98cd22d86fb11365d28212cd9	0	0	0	1	1	0	0	0	1	50
0x8e3eeaa5c95273c43bad8ff95569bd0732296acd	0	0	0	1	1	1	1	1	1.3	740
